date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side
12/26,2449,凱基-台北,9268,288,466,-178,1.59,4,sell
12/26,2449,美林,1440,455,70,385,3.45,5,buy
12/26,2449,國泰-敦南,8888,122,275,-153,1.37,5,sell
12/26,2449,富邦證券,9600,262,6,256,2.29,6,buy
12/26,2449,國泰證券,8880,184,316,-132,1.18,6,sell
12/26,2449,港商野村,1560,172,19,153,1.37,7,buy
12/26,2449,富邦-仁愛,9676,5,131,-126,1.13,7,sell
12/26,2449,花旗環球,1590,134,0,134,1.2,8,buy
12/26,2449,台灣企銀-屏東,1116,10,111,-101,0.9,8,sell
12/26,2449,永豐金-信義,0039004100390052,118,12,106,0.95,9,buy
12/26,2449,台新證券,8150,22,119,-97,0.87,9,sell
12/26,2449,港商麥格理,1360,95,0,95,0.85,10,buy
12/26,2449,元大-大同,0039003800390047,2,91,-89,0.8,10,sell
12/26,2449,凱基-虎尾,9236,76,5,71,0.64,11,buy
12/26,2449,國票證券,7790,68,153,-85,0.76,11,sell
12/26,2449,元富,5920,70,6,64,0.57,12,buy
12/26,2449,新光-新竹,8563,16,85,-69,0.62,12,sell
12/26,2449,元大-南海,0039003800300052,55,2,53,0.47,13,buy
12/26,2449,第一金-中壢,0035003300380059,0,66,-66,0.59,13,sell
12/26,2449,凱基,9200,53,1,52,0.47,14,buy
12/26,2449,國泰-台中,8882,15,77,-62,0.56,14,sell
12/26,2449,統一-桃園,0035003800350048,64,12,52,0.47,15,buy
12/26,2449,元大-南屯,9853,2,63,-61,0.55,15,sell
12/26,8996,港商野村,1560,240,55,185,4.35,1,buy
12/26,8996,大和國泰,8890,0,252,-252,5.93,1,sell
12/26,8996,美林,1440,169,64,105,2.47,2,buy
12/26,8996,凱基-信義,9216,62,174,-112,2.64,2,sell
12/26,8996,凱基,9200,94,2,92,2.17,3,buy
12/26,8996,台灣摩根士丹利,1470,146,243,-97,2.28,3,sell
12/26,8996,群益金鼎,9100,84,17,67,1.58,4,buy
12/26,8996,凱基-台北,9268,84,131,-47,1.11,4,sell
12/26,8996,凱基-站前,0039003200300046,65,6,59,1.39,5,buy
12/26,8996,永豐金證券,0039004100300030,9,50,-41,0.97,5,sell
12/26,8996,大展,5050,50,0,50,1.18,6,buy
12/26,8996,凱基-永和,9207,0,30,-30,0.71,6,sell
12/26,8996,第一金-台中,5382,47,2,45,1.06,7,buy
12/26,8996,台新證券,8150,69,97,-28,0.66,7,sell
12/26,8996,富邦證券,9600,68,25,43,1.01,8,buy
12/26,8996,摩根大通,8440,48,76,-28,0.66,8,sell
12/26,8996,中國信託-中壢,0036003100360041,33,3,30,0.71,9,buy
12/26,8996,宏遠-高雄,0031003200360051,3,30,-27,0.64,9,sell
12/26,8996,康和,8450,27,0,27,0.64,10,buy
12/26,8996,兆豐-東門,0037003000300048,10,31,-21,0.49,10,sell
12/26,8996,康和-嘉義,8459,24,1,23,0.54,11,buy
12/26,8996,兆豐-嘉義,7001,1,20,-19,0.45,11,sell
12/26,8996,國泰證券,8880,76,54,22,0.52,12,buy
12/26,8996,國票-長城,0037003700390075,1,18,-17,0.4,12,sell
12/26,8996,兆豐-台中,7003,23,4,19,0.45,13,buy
12/26,8996,聯邦-三重,8585,0,15,-15,0.35,13,sell
12/26,8996,第一金-新竹,0035003300380042,25,8,17,0.4,14,buy
12/26,8996,國泰-敦南,8888,79,93,-14,0.33,14,sell
12/26,8996,國泰-松江,8883,22,6,16,0.38,15,buy
12/26,8996,群益金鼎-台南,9185,0,12,-12,0.28,15,sell
12/26,8112,美商高盛,1480,2122,1147,975,3.1,1,buy
12/26,8112,凱基-台北,9268,1902,2492,-590,1.88,1,sell
12/26,8112,台灣摩根士丹利,1470,828,86,742,2.36,2,buy
12/26,8112,新加坡商瑞銀,1650,1030,1490,-460,1.46,2,sell
12/26,8112,台新證券,8150,661,249,412,1.31,3,buy
12/26,8112,元富,5920,21,203,-182,0.58,3,sell
12/26,8112,港商野村,1560,463,68,395,1.26,4,buy
12/26,8112,摩根大通,8440,244,400,-156,0.5,4,sell
12/26,8112,元大證券,9800,1618,1358,260,0.83,5,buy
12/26,8112,國票-安和,003700370039005a,26,182,-156,0.5,5,sell
12/26,8112,國泰證券,8880,177,16,161,0.51,6,buy
12/26,8112,凱基-高美館,9215,58,206,-148,0.47,6,sell
12/26,8112,富邦-公益,0039003600310046,180,36,144,0.46,7,buy
12/26,8112,第一金-路竹,0035003300380050,26,169,-143,0.45,7,sell
12/26,8112,凱基,9200,202,79,123,0.39,8,buy
12/26,8112,第一金-台南,5384,21,143,-122,0.39,8,sell
12/26,8112,玉山證券,8840,140,38,102,0.32,9,buy
12/26,8112,元大-天母,0039003800310049,23,114,-91,0.29,9,sell
12/26,8112,新光-桃園,8565,154,53,101,0.32,10,buy
12/26,8112,國泰-敦南,8888,806,878,-72,0.23,10,sell
12/26,8112,元大-崇德,0039003800310053,148,56,92,0.29,11,buy
12/26,8112,國票-中正,7797,11,82,-71,0.23,11,sell
12/26,8112,台中銀,6110,91,19,72,0.23,12,buy
12/26,8112,兆豐-忠孝,0037003000300061,25,93,-68,0.22,12,sell
12/26,8112,國票-南科,0037003700390065,78,6,72,0.23,13,buy
12/26,8112,永豐金證券,0039004100300030,287,353,-66,0.21,13,sell
12/26,8112,(牛牛牛)亞-鑫豐,0036003000310064,80,13,67,0.21,14,buy
12/26,8112,元大-鹿港,0039003800390053,27,93,-66,0.21,14,sell
12/26,8112,統一-新台中,0035003800350044,83,18,65,0.21,15,buy
12/26,8112,華南永昌-鶯歌,9319,5,70,-65,0.21,15,sell
