date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side
12/26,2330,富邦證券,9600,2044,48,1996,9.6,1,buy
12/26,2330,中國信託,6160,130,434,-304,1.46,1,sell
12/26,2330,元富,5920,1478,121,1357,6.53,2,buy
12/26,2330,國泰-敦南,8888,113,395,-282,1.36,2,sell
12/26,2330,群益金鼎,9100,1557,231,1326,6.38,3,buy
12/26,2330,凱基-雙和,0039003200300043,0,271,-271,1.3,3,sell
12/26,2330,永豐金證券,0039004100300030,1605,577,1028,4.94,4,buy
12/26,2330,永豐金-匯立,0039004100380031,22,256,-234,1.13,4,sell
12/26,2330,新加坡商瑞銀,1650,1132,266,866,4.16,5,buy
12/26,2330,陽信-石牌,8711,0,206,-206,0.99,5,sell
12/26,2330,美林,1440,944,172,772,3.71,6,buy
12/26,2330,國票證券,7790,17,215,-198,0.95,6,sell
12/26,2330,國泰證券,8880,673,40,633,3.04,7,buy
12/26,2330,元大-復北,9872,17,175,-158,0.76,7,sell
12/26,2330,大和國泰,8890,725,196,529,2.54,8,buy
12/26,2330,摩根大通,8440,253,398,-145,0.7,8,sell
12/26,2330,元大證券,9800,1149,701,448,2.15,9,buy
12/26,2330,新光,8560,20,151,-131,0.63,9,sell
12/26,2330,台灣摩根士丹利,1470,510,67,443,2.13,10,buy
12/26,2330,國泰-館前,0038003800380041,17,140,-123,0.59,10,sell
12/26,2330,法銀巴黎,8900,319,6,313,1.51,11,buy
12/26,2330,玉山證券,8840,11,123,-112,0.54,11,sell
12/26,2330,凱基,9200,370,74,296,1.42,12,buy
12/26,2330,富邦-台北,9623,15,121,-106,0.51,12,sell
12/26,2330,凱基-台北,9268,815,520,295,1.42,13,buy
12/26,2330,玉山-台南,8847,1,99,-98,0.47,13,sell
12/26,2330,國票-敦北法人,0037003700390063,309,17,292,1.4,14,buy
12/26,2330,元大-大同,0039003800390047,1,98,-97,0.47,14,sell
12/26,2330,統一,5850,476,206,270,1.3,15,buy
12/26,2330,元大-新竹經國,9859,1,98,-97,0.47,15,sell
12/26,2344,國泰-敦南,8888,10997,7804,3193,1.16,1,buy
12/26,2344,新加坡商瑞銀,1650,5893,19453,-13560,4.93,1,sell
12/26,2344,國泰-台中,8882,3439,1829,1610,0.59,2,buy
12/26,2344,美商高盛,1480,8942,18138,-9196,3.34,2,sell
12/26,2344,群益金鼎,9100,2232,1078,1154,0.42,3,buy
12/26,2344,富邦-新店,9661,549,6371,-5822,2.12,3,sell
12/26,2344,新光,8560,3037,1957,1080,0.39,4,buy
12/26,2344,凱基-台北,9268,10693,16495,-5802,2.11,4,sell
12/26,2344,玉山證券,8840,1529,520,1009,0.37,5,buy
12/26,2344,富邦證券,9600,1407,7005,-5598,2.04,5,sell
12/26,2344,兆豐-民生,0037003000300063,1131,213,918,0.33,6,buy
12/26,2344,康和,8450,224,4468,-4244,1.54,6,sell
12/26,2344,群益金鼎-大安,0039003100380065,903,106,797,0.29,7,buy
12/26,2344,美林,1440,2817,6981,-4164,1.51,7,sell
12/26,2344,台新-台中,0038003100350042,2379,1718,661,0.24,8,buy
12/26,2344,元大證券,9800,11943,16076,-4133,1.5,8,sell
12/26,2344,陽信-高雄,8713,698,80,618,0.22,9,buy
12/26,2344,國泰證券,8880,216,4161,-3945,1.43,9,sell
12/26,2344,群益金鼎-延平,0039003100380078,657,77,580,0.21,10,buy
12/26,2344,台新證券,8150,3176,6467,-3291,1.2,10,sell
12/26,2344,國泰-桃園,8885,1309,760,549,0.2,11,buy
12/26,2344,凱基,9200,175,1986,-1811,0.66,11,sell
12/26,2344,國泰-高雄,8881,1137,597,540,0.2,12,buy
12/26,2344,彰銀-台中,1233,174,1855,-1681,0.61,12,sell
12/26,2344,合庫-高雄,1023,750,225,525,0.19,13,buy
12/26,2344,統一,5850,2111,3346,-1235,0.45,13,sell
12/26,2344,國泰-板橋,003800380038004b,1790,1279,511,0.19,14,buy
12/26,2344,富邦-南屯,9666,436,1348,-912,0.33,14,sell
12/26,2344,富邦-台北,9623,910,427,483,0.18,15,buy
12/26,2344,摩根大通,8440,3003,3766,-763,0.28,15,sell
12/26,2408,台灣摩根士丹利,1470,3825,623,3202,4.08,1,buy
12/26,2408,元大證券,9800,2891,8005,-5114,6.52,1,sell
12/26,2408,兆豐-松德,0037003000300069,747,87,660,0.84,2,buy
12/26,2408,康和,8450,435,2078,-1643,2.1,2,sell
12/26,2408,國泰-敦南,8888,2485,1927,558,0.71,3,buy
12/26,2408,港商野村,1560,1,1408,-1407,1.79,3,sell
12/26,2408,元大-信義,003900380039006d,447,74,373,0.48,4,buy
12/26,2408,新加坡商瑞銀,1650,3995,5327,-1332,1.7,4,sell
12/26,2408,凱基,9200,1346,977,369,0.47,5,buy
12/26,2408,摩根大通,8440,1350,2500,-1150,1.47,5,sell
12/26,2408,兆豐-民生,0037003000300063,349,26,323,0.41,6,buy
12/26,2408,兆豐-岡山,0037003000300073,31,812,-781,1.0,6,sell
12/26,2408,新光,8560,753,454,299,0.38,7,buy
12/26,2408,元富-安南,003500390032005a,19,763,-744,0.95,7,sell
12/26,2408,元富-新店,5922,299,32,267,0.34,8,buy
12/26,2408,美商高盛,1480,3881,4573,-692,0.88,8,sell
12/26,2408,永豐金-匯立,0039004100380031,236,0,236,0.3,9,buy
12/26,2408,富邦證券,9600,1065,1724,-659,0.84,9,sell
12/26,2408,統一-新台中,0035003800350044,258,35,223,0.28,10,buy
12/26,2408,香港上海匯豐,8960,0,602,-602,0.77,10,sell
12/26,2408,國泰證券,8880,313,113,200,0.26,11,buy
12/26,2408,康和-嘉義,8459,89,596,-507,0.65,11,sell
12/26,2408,中國信託,6160,391,194,197,0.25,12,buy
12/26,2408,康和-台北,0038003400350055,9,504,-495,0.63,12,sell
12/26,2408,玉山證券,8840,301,106,195,0.25,13,buy
12/26,2408,華南永昌,9300,498,989,-491,0.63,13,sell
12/26,2408,國泰-台中,8882,571,405,166,0.21,14,buy
12/26,2408,美林,1440,837,1196,-359,0.46,14,sell
12/26,2408,統一-三重,003500380035004a,192,29,163,0.21,15,buy
12/26,2408,永豐金-桃盛,003900410039004e,127,456,-329,0.42,15,sell
12/26,6770,國泰-敦南,8888,12066,8133,3933,1.25,1,buy
12/26,6770,美商高盛,1480,13973,41343,-27370,8.7,1,sell
12/26,6770,群益金鼎-大安,0039003100380065,3111,292,2819,0.9,2,buy
12/26,6770,凱基-台北,9268,4915,18243,-13328,4.24,2,sell
12/26,6770,華南永昌,9300,2211,405,1806,0.57,3,buy
12/26,6770,新加坡商瑞銀,1650,6823,17448,-10625,3.38,3,sell
12/26,6770,富邦-永和,9654,2577,841,1736,0.55,4,buy
12/26,6770,港商野村,1560,2999,9909,-6910,2.2,4,sell
12/26,6770,國泰證券,8880,1778,199,1579,0.5,5,buy
12/26,6770,元富-大昌,0035003900320044,1846,8170,-6324,2.01,5,sell
12/26,6770,新光,8560,3024,1553,1471,0.47,6,buy
12/26,6770,花旗環球,1590,38,4717,-4679,1.49,6,sell
12/26,6770,富邦-仁愛,9676,1482,211,1271,0.4,7,buy
12/26,6770,台灣摩根士丹利,1470,936,5408,-4472,1.42,7,sell
12/26,6770,元大-屏南,0039003800310072,1252,190,1062,0.34,8,buy
12/26,6770,摩根大通,8440,4474,8783,-4309,1.37,8,sell
12/26,6770,群益金鼎-士林,9137,1111,74,1037,0.33,9,buy
12/26,6770,元大證券,9800,14123,17991,-3868,1.23,9,sell
12/26,6770,富邦證券,9600,4902,3916,986,0.31,10,buy
12/26,6770,美林,1440,698,3190,-2492,0.79,10,sell
12/26,6770,新光-台中,8561,1945,1145,800,0.25,11,buy
12/26,6770,彰銀-台中,1233,120,1360,-1240,0.39,11,sell
12/26,6770,台新-台中,0038003100350042,1296,608,688,0.22,12,buy
12/26,6770,兆豐證券,7000,491,1596,-1105,0.35,12,sell
12/26,6770,中國信託,6160,1466,787,679,0.22,13,buy
12/26,6770,永豐金證券,0039004100300030,2842,3722,-880,0.28,13,sell
12/26,6770,國票-中和,0037003700390058,1001,335,666,0.21,14,buy
12/26,6770,群益金鼎,9100,944,1544,-600,0.19,14,sell
12/26,6770,國泰-台中,8882,1879,1218,661,0.21,15,buy
12/26,6770,群益金鼎-台北,0039003100380058,34,525,-491,0.16,15,sell
12/26,2368,台灣摩根士丹利,1470,1509,424,1085,10.83,1,buy
12/26,2368,新加坡商瑞銀,1650,440,1053,-613,6.12,1,sell
12/26,2368,國泰證券,8880,360,26,334,3.33,2,buy
12/26,2368,美商高盛,1480,303,597,-294,2.93,2,sell
12/26,2368,富邦證券,9600,307,41,266,2.66,3,buy
12/26,2368,凱基-台北,9268,355,626,-271,2.71,3,sell
12/26,2368,永豐金證券,0039004100300030,345,118,227,2.27,4,buy
12/26,2368,美林,1440,72,216,-144,1.44,4,sell
12/26,2368,第一金,5380,192,3,189,1.89,5,buy
12/26,2368,元大-竹科,003900380030004b,124,235,-111,1.11,5,sell
12/26,2368,凱基-三多,9275,163,0,163,1.63,6,buy
12/26,2368,港商麥格理,1360,2,107,-105,1.05,6,sell
12/26,2368,兆豐證券,7000,83,0,83,0.83,7,buy
12/26,2368,元大證券,9800,448,535,-87,0.87,7,sell
12/26,2368,元富,5920,158,87,71,0.71,8,buy
12/26,2368,富邦-仁愛,9676,14,72,-58,0.58,8,sell
12/26,2368,台新-建北,8151,60,9,51,0.51,9,buy
12/26,2368,統一-三重,003500380035004a,5,48,-43,0.43,9,sell
12/26,2368,統一,5850,82,31,51,0.51,10,buy
12/26,2368,台灣企銀-埔墘,0031003100310047,2,33,-31,0.31,10,sell
12/26,2368,凱基,9200,57,15,42,0.42,11,buy
12/26,2368,群益金鼎,9100,46,77,-31,0.31,11,sell
12/26,2368,新光,8560,159,119,40,0.4,12,buy
12/26,2368,永豐金-信義,0039004100390052,1,26,-25,0.25,12,sell
12/26,2368,港商野村,1560,141,105,36,0.36,13,buy
12/26,2368,永豐金-敦北,0039004100380039,8,30,-22,0.22,13,sell
12/26,2368,台新-松江,8158,44,10,34,0.34,14,buy
12/26,2368,統一-敦南,5852,34,54,-20,0.2,14,sell
12/26,2368,華南永昌,9300,49,19,30,0.3,15,buy
12/26,2368,元大-中壢,9834,64,83,-19,0.19,15,sell
25/12,3443,群益金鼎,9100,115,18,97,3.0,1,buy
25/12,3443,康和,8450,1,105,-104,3.22,1,sell
25/12,3443,元大證券,9800,256,175,81,2.51,2,buy
25/12,3443,美商高盛,1480,93,171,-78,2.41,2,sell
25/12,3443,統一,5850,86,10,76,2.35,3,buy
25/12,3443,香港上海匯豐,8960,0,66,-66,2.04,3,sell
25/12,3443,中國信託,6160,70,7,63,1.95,4,buy
25/12,3443,新加坡商瑞銀,1650,101,158,-57,1.76,4,sell
25/12,3443,凱基-台北,9268,256,194,62,1.92,5,buy
25/12,3443,合庫證券,1020,0,52,-52,1.61,5,sell
25/12,3443,凱基,9200,74,14,60,1.86,6,buy
25/12,3443,元大-台北,0039003800300068,1,40,-39,1.21,6,sell
25/12,3443,富邦證券,9600,78,29,49,1.52,7,buy
25/12,3443,國票-敦北法人,0037003700390063,5,25,-20,0.62,7,sell
25/12,3443,國票-安和,003700370039005a,60,18,42,1.3,8,buy
25/12,3443,聯邦-興中,8587,0,19,-19,0.59,8,sell
25/12,3443,元富,5920,46,8,38,1.18,9,buy
25/12,3443,群益金鼎-忠孝,0039003100380057,0,18,-18,0.56,9,sell
25/12,3443,國泰證券,8880,80,46,34,1.05,10,buy
25/12,3443,台新-松江,8158,0,15,-15,0.46,10,sell
25/12,3443,台新證券,8150,68,44,24,0.74,11,buy
25/12,3443,華南永昌,9300,9,23,-14,0.43,11,sell
25/12,3443,凱基-信義,9216,31,10,21,0.65,12,buy
25/12,3443,福邦證券,6480,0,14,-14,0.43,12,sell
25/12,3443,永豐金-信義,0039004100390052,21,1,20,0.62,13,buy
25/12,3443,國泰-敦南,8888,32,45,-13,0.4,13,sell
25/12,3443,凱基-永和,9207,20,1,19,0.59,14,buy
25/12,3443,凱基-嘉義,9252,1,12,-11,0.34,14,sell
25/12,3443,摩根大通,8440,73,58,15,0.46,15,buy
25/12,3443,元大-大統,003900380031007a,0,11,-11,0.34,15,sell
12/26,1605,新加坡商瑞銀,1650,14010,3086,10924,5.41,1,buy
12/26,1605,康和,8450,83,2438,-2355,1.17,1,sell
12/26,1605,台灣摩根士丹利,1470,11117,1654,9463,4.69,2,buy
12/26,1605,國泰-敦南,8888,4173,5768,-1595,0.79,2,sell
12/26,1605,美商高盛,1480,10843,2407,8436,4.18,3,buy
12/26,1605,國泰-桃園,8885,474,1394,-920,0.46,3,sell
12/26,1605,美林,1440,9129,1081,8048,3.99,4,buy
12/26,1605,國票-敦北法人,0037003700390063,841,1578,-737,0.37,4,sell
12/26,1605,摩根大通,8440,6052,1143,4909,2.43,5,buy
12/26,1605,新光,8560,1036,1675,-639,0.32,5,sell
12/26,1605,港商野村,1560,3973,0,3973,1.97,6,buy
12/26,1605,群益金鼎-大安,0039003100380065,50,648,-598,0.3,6,sell
12/26,1605,凱基-台北,9268,14610,11303,3307,1.64,7,buy
12/26,1605,元大-內湖,003900380039004e,5642,6229,-587,0.29,7,sell
12/26,1605,元大-頭份,0039003800330055,2841,88,2753,1.36,8,buy
12/26,1605,國泰-台中,8882,807,1354,-547,0.27,8,sell
12/26,1605,元大證券,9800,12400,10703,1697,0.84,9,buy
12/26,1605,元大-文心興安,9854,322,867,-545,0.27,9,sell
12/26,1605,統一,5850,2721,1301,1420,0.7,10,buy
12/26,1605,台新證券,8150,727,1260,-533,0.26,10,sell
12/26,1605,元大-土城,9897,1204,185,1019,0.51,11,buy
12/26,1605,群益金鼎-敦南,9101,34,559,-525,0.26,11,sell
12/26,1605,富邦-南屯,9666,1375,465,910,0.45,12,buy
12/26,1605,富邦-宜蘭,9686,257,696,-439,0.22,12,sell
12/26,1605,(牛牛牛)亞證券,6010,843,0,843,0.42,13,buy
12/26,1605,統一-土城,0035003800350059,67,497,-430,0.21,13,sell
12/26,1605,台新-松江,8158,851,44,807,0.4,14,buy
12/26,1605,台新-台中,0038003100350042,513,936,-423,0.21,14,sell
12/26,1605,元富-虎尾,003500390032004e,838,101,737,0.37,15,buy
12/26,1605,富邦-台北,9623,369,771,-402,0.2,15,sell
12/26,2317,富邦證券,9600,3276,24,3252,11.25,1,buy
12/26,2317,群益金鼎,9100,5,6553,-6548,22.64,1,sell
12/26,2317,台灣摩根士丹利,1470,2221,195,2026,7.01,2,buy
12/26,2317,兆豐-城中,0037003000300057,36,881,-845,2.92,2,sell
12/26,2317,新加坡商瑞銀,1650,2693,1461,1232,4.26,3,buy
12/26,2317,摩根大通,8440,464,1304,-840,2.9,3,sell
12/26,2317,美商高盛,1480,2349,1146,1203,4.16,4,buy
12/26,2317,國泰證券,8880,28,855,-827,2.86,4,sell
12/26,2317,港商麥格理,1360,890,18,872,3.02,5,buy
12/26,2317,美林,1440,490,1091,-601,2.08,5,sell
12/26,2317,凱基,9200,1103,362,741,2.56,6,buy
12/26,2317,聯邦商銀,8580,4,513,-509,1.76,6,sell
12/26,2317,群益金鼎-古亭,0039003100380043,263,14,249,0.86,7,buy
12/26,2317,元富,5920,3,368,-365,1.26,7,sell
12/26,2317,兆豐-南門,0037003000300067,247,0,247,0.85,8,buy
12/26,2317,台新證券,8150,471,647,-176,0.61,8,sell
12/26,2317,花旗環球,1590,230,24,206,0.71,9,buy
12/26,2317,元大證券,9800,557,714,-157,0.54,9,sell
12/26,2317,福邦證券,6480,133,3,130,0.45,10,buy
12/26,2317,凱基-站前,0039003200300046,22,139,-117,0.4,10,sell
12/26,2317,元大-和平,9863,127,20,107,0.37,11,buy
12/26,2317,大和國泰,8890,0,113,-113,0.39,11,sell
12/26,2317,美好-蘆洲,5261,101,20,81,0.28,12,buy
12/26,2317,台灣企銀-桃園,0031003100310045,5,101,-96,0.33,12,sell
12/26,2317,富邦-新竹,9647,134,55,79,0.27,13,buy
12/26,2317,永豐金-敦北,0039004100380039,16,108,-92,0.32,13,sell
12/26,2317,玉山-台南,8847,129,56,73,0.25,14,buy
12/26,2317,統一-新竹,5857,8,88,-80,0.28,14,sell
12/26,2317,華南永昌-大安,9307,73,3,70,0.24,15,buy
12/26,2317,台新-台南,8159,12,73,-61,0.21,15,sell
12/26,3006,美商高盛,1480,6459,1241,5218,9.08,1,buy
12/26,3006,新光,8560,438,1272,-834,1.45,1,sell
12/26,3006,新加坡商瑞銀,1650,4385,1575,2810,4.89,2,buy
12/26,3006,玉山證券,8840,82,898,-816,1.42,2,sell
12/26,3006,台灣摩根士丹利,1470,2703,112,2591,4.51,3,buy
12/26,3006,凱基-信義,9216,193,960,-767,1.33,3,sell
12/26,3006,摩根大通,8440,2888,885,2003,3.49,4,buy
12/26,3006,元大-館前,003900380034004b,61,707,-646,1.12,4,sell
12/26,3006,美林,1440,1736,403,1333,2.32,5,buy
12/26,3006,台新證券,8150,701,1144,-443,0.77,5,sell
12/26,3006,統一,5850,1496,736,760,1.32,6,buy
12/26,3006,富邦-板橋,9655,110,541,-431,0.75,6,sell
12/26,3006,元大-信義,003900380039006d,609,28,581,1.01,7,buy
12/26,3006,國泰-敦南,8888,1336,1636,-300,0.52,7,sell
12/26,3006,富邦證券,9600,1906,1445,461,0.8,8,buy
12/26,3006,華南永昌,9300,88,314,-226,0.39,8,sell
12/26,3006,富邦-陽明,9604,582,158,424,0.74,9,buy
12/26,3006,元大-竹科,003900380030004b,47,269,-222,0.39,9,sell
12/26,3006,港商野村,1560,632,301,331,0.58,10,buy
12/26,3006,富邦-南京,0039003600310043,291,510,-219,0.38,10,sell
12/26,3006,永豐金證券,0039004100300030,793,511,282,0.49,11,buy
12/26,3006,永豐金-市政,0039004100390057,80,250,-170,0.3,11,sell
12/26,3006,群益金鼎-敦南,9101,220,24,196,0.34,12,buy
12/26,3006,華南永昌-斗六,9327,29,193,-164,0.29,12,sell
12/26,3006,凱基-興隆,9289,505,314,191,0.33,13,buy
12/26,3006,元大證券,9800,3325,3488,-163,0.28,13,sell
12/26,3006,台新-建北,8151,303,119,184,0.32,14,buy
12/26,3006,凱基-市政,9239,27,187,-160,0.28,14,sell
12/26,3006,凱基-台北,9268,2701,2559,142,0.25,15,buy
12/26,3006,華南永昌-忠孝,9325,6,160,-154,0.27,15,sell
12/26,3450,美商高盛,1480,1759,774,985,4.58,1,buy
12/26,3450,凱基-台北,9268,1151,1279,-128,0.6,1,sell
12/26,3450,摩根大通,8440,449,103,346,1.61,2,buy
12/26,3450,國泰-敦南,8888,536,635,-99,0.46,2,sell
12/26,3450,台灣摩根士丹利,1470,312,29,283,1.32,3,buy
12/26,3450,康和-新竹,8456,11,108,-97,0.45,3,sell
12/26,3450,美林,1440,624,377,247,1.15,4,buy
12/26,3450,群益金鼎-永和,003900310038004a,15,76,-61,0.28,4,sell
12/26,3450,華南永昌,9300,199,63,136,0.63,5,buy
12/26,3450,元大-北屯,0039003800390064,18,75,-57,0.27,5,sell
12/26,3450,福邦證券,6480,112,6,106,0.49,6,buy
12/26,3450,永豐金-復興,003900410039005a,17,63,-46,0.21,6,sell
12/26,3450,康和-台北,0038003400350055,105,4,101,0.47,7,buy
12/26,3450,永豐金證券,0039004100300030,170,209,-39,0.18,7,sell
12/26,3450,台新證券,8150,289,189,100,0.47,8,buy
12/26,3450,台灣企銀-竹北,1117,6,44,-38,0.18,8,sell
12/26,3450,元大證券,9800,1144,1047,97,0.45,9,buy
12/26,3450,玉山證券,8840,26,62,-36,0.17,9,sell
12/26,3450,港商野村,1560,243,155,88,0.41,10,buy
12/26,3450,群益金鼎-古亭,0039003100380043,12,46,-34,0.16,10,sell
12/26,3450,國票-台中,0037003700390076,74,8,66,0.31,11,buy
12/26,3450,元大-土城,9897,2,34,-32,0.15,11,sell
12/26,3450,凱基-市府,0039003200300044,70,8,62,0.29,12,buy
12/26,3450,大昌,6460,8,39,-31,0.14,12,sell
12/26,3450,新加坡商瑞銀,1650,1113,1052,61,0.28,13,buy
12/26,3450,富邦-建國,9658,18,48,-30,0.14,13,sell
12/26,3450,富邦-板橋,9655,99,48,51,0.24,14,buy
12/26,3450,永豐金-敦南,0039004100380046,18,48,-30,0.14,14,sell
12/26,3450,大昌-樹林,6461,65,17,48,0.22,15,buy
12/26,3450,元大-館前,003900380034004b,39,67,-28,0.13,15,sell
12/26,6239,新加坡商瑞銀,1650,3660,1975,1685,5.0,1,buy
12/26,6239,元大證券,9800,1967,3880,-1913,5.68,1,sell
12/26,6239,富邦證券,9600,1781,184,1597,4.74,2,buy
12/26,6239,凱基-台北,9268,1190,1990,-800,2.37,2,sell
12/26,6239,永豐金證券,0039004100300030,1311,220,1091,3.24,3,buy
12/26,6239,元富,5920,535,1242,-707,2.1,3,sell
12/26,6239,台灣摩根士丹利,1470,985,265,720,2.14,4,buy
12/26,6239,凱基-台中,9204,12,305,-293,0.87,4,sell
12/26,6239,凱基-信義,9216,603,10,593,1.76,5,buy
12/26,6239,華南永昌,9300,59,271,-212,0.63,5,sell
12/26,6239,摩根大通,8440,889,484,405,1.2,6,buy
12/26,6239,國泰-敦南,8888,397,578,-181,0.54,6,sell
12/26,6239,台新證券,8150,610,217,393,1.17,7,buy
12/26,6239,統一-城中,5854,56,232,-176,0.52,7,sell
12/26,6239,港商野村,1560,517,183,334,0.99,8,buy
12/26,6239,兆豐證券,7000,136,296,-160,0.47,8,sell
12/26,6239,玉山證券,8840,384,70,314,0.93,9,buy
12/26,6239,永豐金-敦北,0039004100380039,13,159,-146,0.43,9,sell
12/26,6239,凱基-高美館,9215,230,37,193,0.57,10,buy
12/26,6239,統一-南京,0035003800350055,41,148,-107,0.32,10,sell
12/26,6239,群益金鼎,9100,330,166,164,0.49,11,buy
12/26,6239,元大-大安,003900380033004e,8,110,-102,0.3,11,sell
12/26,6239,美商高盛,1480,1476,1379,97,0.29,12,buy
12/26,6239,美林,1440,544,645,-101,0.3,12,sell
12/26,6239,(牛牛牛)亞-鑫豐,0036003000310064,110,15,95,0.28,13,buy
12/26,6239,元大-成功,003900380039004c,24,123,-99,0.29,13,sell
12/26,6239,元大-仁愛,003900380033006a,111,22,89,0.26,14,buy
12/26,6239,永豐金-桃盛,003900410039004e,23,101,-78,0.23,14,sell
12/26,6239,合庫證券,1020,118,37,81,0.24,15,buy
12/26,6239,台新-台中,0038003100350042,164,241,-77,0.23,15,sell
12/26,8021,凱基-興隆,9289,227,4,223,0.68,1,buy
12/26,8021,新加坡商瑞銀,1650,866,3032,-2166,6.56,1,sell
12/26,8021,元大-大同,0039003800390047,201,19,182,0.55,2,buy
12/26,8021,美商高盛,1480,800,2348,-1548,4.69,2,sell
12/26,8021,國泰-敦南,8888,1253,1071,182,0.55,3,buy
12/26,8021,美林,1440,13,694,-681,2.06,3,sell
12/26,8021,玉山-台中,0038003800340042,226,51,175,0.53,4,buy
12/26,8021,台灣摩根士丹利,1470,56,678,-622,1.88,4,sell
12/26,8021,中國信託,6160,288,125,163,0.49,5,buy
12/26,8021,摩根大通,8440,292,871,-579,1.75,5,sell
12/26,8021,宏遠證券,1260,217,84,133,0.4,6,buy
12/26,8021,元富-西松,003500390032006e,13,249,-236,0.72,6,sell
12/26,8021,華南永昌,9300,191,82,109,0.33,7,buy
12/26,8021,凱基-台北,9268,1201,1336,-135,0.41,7,sell
12/26,8021,元大-豐原站前,0039003800390057,118,14,104,0.32,8,buy
12/26,8021,國票-新莊,0037003700390047,4,106,-102,0.31,8,sell
12/26,8021,新光,8560,432,333,99,0.3,9,buy
12/26,8021,陽信-高雄,8713,5,107,-102,0.31,9,sell
12/26,8021,永豐金-板新,003900410039004a,115,20,95,0.29,10,buy
12/26,8021,永豐金-古亭,0039004100390064,41,129,-88,0.27,10,sell
12/26,8021,台新證券,8150,352,260,92,0.28,11,buy
12/26,8021,新光-台南,8564,71,144,-73,0.22,11,sell
12/26,8021,國票-安和,003700370039005a,100,13,87,0.26,12,buy
12/26,8021,花旗環球,1590,0,56,-56,0.17,12,sell
12/26,8021,新光-桃園,8565,184,100,84,0.25,13,buy
12/26,8021,群益金鼎-松山,9103,6,51,-45,0.14,13,sell
12/26,8021,元大-雙和,9874,98,29,69,0.21,14,buy
12/26,8021,富邦-嘉義,9692,66,108,-42,0.13,14,sell
12/26,8021,元大-信義,003900380039006d,89,24,65,0.2,15,buy
12/26,8021,元大-新莊,9898,174,212,-38,0.12,15,sell
12/26,2887,群益金鼎,9100,140265,299,139966,51.45,1,buy
12/26,2887,美商高盛,1480,3966,47099,-43133,15.85,1,sell
12/26,2887,統一,5850,9631,464,9167,3.37,2,buy
12/26,2887,台灣摩根士丹利,1470,4208,40941,-36733,13.5,2,sell
12/26,2887,永豐金-市政,0039004100390057,8559,160,8399,3.09,3,buy
12/26,2887,新加坡商瑞銀,1650,30,23625,-23595,8.67,3,sell
12/26,2887,美好-富順,003500320036004b,887,62,825,0.3,4,buy
12/26,2887,凱基-台北,9268,4093,19296,-15203,5.59,4,sell
12/26,2887,中國信託-忠孝,6162,859,278,581,0.21,5,buy
12/26,2887,玉山證券,8840,135,14319,-14184,5.21,5,sell
12/26,2887,國泰-松江,8883,620,44,576,0.21,6,buy
12/26,2887,香港上海匯豐,8960,0,6243,-6243,2.29,6,sell
12/26,2887,台新-高雄,0038003100350041,624,151,473,0.17,7,buy
12/26,2887,富邦-台北,9623,46621,52211,-5590,2.05,7,sell
12/26,2887,凱基-頭份,9296,448,42,406,0.15,8,buy
12/26,2887,美林,1440,957,5726,-4769,1.75,8,sell
12/26,2887,永豐金-高雄,0039004100390065,306,7,299,0.11,9,buy
12/26,2887,新光-桃園,8565,184,3218,-3034,1.12,9,sell
12/26,2887,元大-歸仁,0039003800310061,268,5,263,0.1,10,buy
12/26,2887,港商野村,1560,6,3019,-3013,1.11,10,sell
12/26,2887,兆豐-新營,003700300030004b,237,0,237,0.09,11,buy
12/26,2887,華南永昌-南京,9326,25,2026,-2001,0.74,11,sell
12/26,2887,元富-城東,0035003900320072,258,41,217,0.08,12,buy
12/26,2887,港商麥格理,1360,0,1873,-1873,0.69,12,sell
12/26,2887,合庫-台中,1021,231,18,213,0.08,13,buy
12/26,2887,元大證券,9800,4875,5771,-896,0.33,13,sell
12/26,2887,元大-屏東,9892,215,3,212,0.08,14,buy
12/26,2887,國票-敦北法人,0037003700390063,31,666,-635,0.23,14,sell
12/26,2887,新光-台南,8564,238,32,206,0.08,15,buy
12/26,2887,第一金-光復,0035003300380043,4,622,-618,0.23,15,sell
12/26,3008,富邦證券,9600,392,14,378,17.84,1,buy
12/26,3008,華南永昌-竹北,9339,0,54,-54,2.55,1,sell
12/26,3008,港商野村,1560,164,0,164,7.74,2,buy
12/26,3008,玉山-左營,0038003800340044,0,51,-51,2.41,2,sell
12/26,3008,國泰證券,8880,118,18,100,4.72,3,buy
12/26,3008,摩根大通,8440,25,74,-49,2.31,3,sell
12/26,3008,美林,1440,139,65,74,3.49,4,buy
12/26,3008,新加坡商瑞銀,1650,8,49,-41,1.93,4,sell
12/26,3008,永豐金證券,0039004100300030,85,16,69,3.26,5,buy
12/26,3008,元富-新店,5922,2,33,-31,1.46,5,sell
12/26,3008,群益金鼎-台北,0039003100380058,60,0,60,2.83,6,buy
12/26,3008,華南永昌-大安,9307,0,26,-26,1.23,6,sell
12/26,3008,台新證券,8150,68,12,56,2.64,7,buy
12/26,3008,富邦-新板,0039003600310048,0,25,-25,1.18,7,sell
12/26,3008,元富,5920,54,5,49,2.31,8,buy
12/26,3008,元大-北屯,0039003800390064,0,24,-24,1.13,8,sell
12/26,3008,凱基-台北,9268,152,110,42,1.98,9,buy
12/26,3008,國泰-敦南,8888,4,27,-23,1.09,9,sell
12/26,3008,花旗環球,1590,49,11,38,1.79,10,buy
